Date,Time,Event,Duration,Dist by observ.,Total               M.E. rev. ,M.E. mean RPM,M.E. BHP,Dist by engine,Slip,M/E consum.  MT,G/E consum.   MT,Comp.Blr     consum.    MT,F.O. Total consum. Per day   MT,FWG,REV counter,F.O. flowmeter,Mean pitch of propeller,FO serv.tank Temp,FO serv.tank V.C.F.,G/E F.O. Temp,G/E FO V.C.F,HS F.O. Density,ME counter corr.factor,G/E counter corr.factor,AB FO Temp,C.BLR Temp,AB F.O. V.C.F,C.BLR V.C.F,AB counter corr.factor,D.O. density,D.O. temp,D.O. consum. M3,ME cyl oil counter corr.factor,"ME  LO Consump,           L/D","G/E  LO     Consump,      L/D",Engine room    Temp,ME Scav.air Temp,HSFO      LCV,SFOC (ISO),Comp.   BLR   corr.factor,D.O.     VCF,GE flowmeter,AB(1) flowmeter,CBLR flowmeter,Cyl oil flowmeter,LSFO     LCV,LSFO  DENSITY,LSHFO IN USE,LSCO IN USE,BLR on MGO,ME on MGO,ME  Dencity Exchange,Serv.tank  temp.    exchange,AE temp.         exchange,BLR temp   exchange,Other   Lubs,D.O. Blr+ME+AE consum MT,UFS,Day Hours          retard/advan,GE on MGO,AE density  exchange,AB dencity exchenge,Comp.Blr  on DO,CBLR  exchange   density,CBLR     exchange    Temp,Arrival,Cyl.oil  by Counter
12/31/1899,2,01/02/1900,4,5,7,8,9,10,11,,,,,02/26/1900,02/27/1900,02/28/1900,03/01/1900,03/02/1900,03/03/1900,03/04/1900,03/05/1900,03/06/1900,03/07/1900,03/08/1900,03/09/1900,03/10/1900,03/11/1900,03/12/1900,03/13/1900,03/14/1900,03/15/1900,03/16/1900,03/17/1900,03/18/1900,03/19/1900,03/20/1900,03/21/1900,03/22/1900,03/23/1900,03/24/1900,03/25/1900,03/26/1900,03/27/1900,03/28/1900,03/29/1900,90,03/31/1900,92,04/02/1900,94,04/04/1900,96,04/06/1900,98,04/08/1900,100,04/10/1900,102,04/12/1900,104,04/14/1900,04/15/1900,04/16/1900,04/17/1900,04/18/1900,04/19/1900,04/20/1900
09/25/2024,12,PORT,10.1,0,10,0,,0,0,0,1.1,0.4,1.5,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/25/2024,13.12,PORT,1.2,0,10,0,,0,0,0,0.1,0.1,0.2,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/25/2024,15.42,BoSP,2.5,0,16240,0,,28.7,0,1.1,0.2,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/26/2024,2.54,EoSP,11.2,118.3,85890,127.8,,151.9,22.1,5.5,1.1,0,6.6,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/26/2024,6.48,FWE,3.9,0,10200,0,,18,0,0.4,0.3,0.1,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/26/2024,12,PORT,5.2,0,30,0,,0.1,0,0,0.5,0.3,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/26/2024,20.48,PORT,8.8,0,30,0,,0.1,0,0,0.9,0.4,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/26/2024,22,BoSP,1.2,0,3400,0,,6,0,0.1,0.1,0,0.2,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/27/2024,10.18,EoSP,12.3,129.6,94420,127.9,,167,22.4,6,1.2,0,7.2,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/27/2024,12,WAY,1.7,0,12340,0,,21.8,0,0.8,0.2,0,1,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/27/2024,13.18,FWE,1.3,0,4760,0,,8.4,0,0.2,0.2,0.1,0.5,4,8,7,3.276,35,0.9851,35,0.9851,,0.99,0.97,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,0.95,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/28/2024,2.48,PORT,13.5,0,20,0,,0,0,0,1.4,0.6,2,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/28/2024,5.12,BoSP,2.4,0,15820,0,,28,0,1.1,0.2,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/28/2024,12,SEA,6.8,69.8,52070,127.6,,92.1,24.2,3.3,0.7,0,4,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/28/2024,16.42,EoSP,4.7,47.7,35470,125.8,,62.7,23.9,2.2,0.5,0,2.7,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/28/2024,18.48,FWE,2.1,0,11860,0,,21,0,0.8,0.1,0,0.9,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/29/2024,7.3,PORT,12.7,0,0,0,,0,0,0,1.4,0.6,2,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/29/2024,8.54,BoSP,1.4,0,5360,0,,9.5,0,0.5,0.1,0,0.6,4,8,7,3.276,35,0.9851,35,0.9851,,1,1,35,35,,0.9851,1,1,25,0.2,1,60,10,42,44,,,1,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/29/2024,12,SEA,3.1,34.9,23820,128.1,,42.1,17.1,1.5,0.4,0,1.9,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/29/2024,20,EoSP,8,91.8,61440,128,,108.7,15.5,4.1,0.9,0,5,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/29/2024,22.54,FWE,2.9,0,17340,0,,30.7,0,1.2,0.2,0,1.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0.2,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/30/2024,12,PORT,13.1,0,0,0,,0,0,0,1.5,1,2.5,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
09/30/2024,14,PORT,2,0,0,0,,0,0,0,,,,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
09/30/2024,16.18,BoSP,2.3,0,15860,0,,28.1,0,1.5,0.2,0,1.7,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/01/2024,4.36,EoSP,12.3,121.7,93820,127.1,,166,26.7,6.3,1.3,0,7.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/01/2024,6.36,FWE,2,0,11710,0,,20.7,0,0.7,0.2,0,0.9,4,8,7,3.276,35,0.9851,35,0.9851,,1.05,1.05,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/01/2024,12,PORT,5.4,0,0,0,,0,0,0,0.5,0.3,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/01/2024,19.3,PORT,7.5,0,0,0,,0,0,0,0.8,0.4,1.2,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/01/2024,21.12,BoSP,1.7,0,6840,0,,12.1,0,0.3,0.1,0,0.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.2,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/02/2024,8.12,EoSP,11,126.1,84450,128,,149.4,15.6,5.7,1.2,0,6.9,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/02/2024,11.06,FWE,2.9,0,16970,0,,30,0,1.2,0.3,0,1.5,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/02/2024,12,PORT,0.899999999999999,0,0,0,,0,0,0,0.1,0.1,0.2,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/03/2024,4.48,PORT,16.8,0,0,0,,0,0,0,1.8,0.8,2.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/03/2024,7.18,BoSP,2.5,0,17820,0,,31.5,0,1.3,0.3,0,1.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/03/2024,12,SEA,4.7,49.7,35780,126.9,,63.3,21.5,2.3,0.5,0,2.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/03/2024,19.12,EoSP,7.2,74,55110,127.6,,97.5,24.1,3.5,0.8,0,4.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/03/2024,21.3,FWE,2.3,0,11300,0,,20,0,0.7,0.2,0,0.9,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/04/2024,12,PORT,14.5,0,0,0,,0,0,0,1.6,0.7,2.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/04/2024,14.3,PORT,2.5,0,0,0,,0,0,0,0.3,0.1,0.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/04/2024,15.42,BoSP,1.2,0,5220,0,,9.2,0,0.4,0.1,0,0.5,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/05/2024,4.24,EoSP,12.7,128.3,97420,127.8,,172.3,25.5,6.7,1.3,0,8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/05/2024,7.18,FWE,2.9,0,16230,0,,28.7,0,1,0.3,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/05/2024,12,PORT,4.7,0,0,0,,0,0,0,0.5,0.3,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/05/2024,22.3,PORT,10.5,0,0,0,,0,0,0,1.1,0.5,1.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/06/2024,0.48,BoSP,2.3,0,15870,0,,28.1,0,1.1,0.2,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,1,1
10/06/2024,12,SEA,11.2,113.6,85080,126.6,,150.5,24.5,5.5,1.2,0,6.7,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/06/2024,12.48,EoSP,0.800000000000001,7.8,6220,129.6,,11,29.1,0.5,0.1,0,0.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/06/2024,15,FWE,2.2,0,10740,0,,19,0,0.5,0.2,0,0.7,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/07/2024,6.12,PORT,15.2,0,0,0,,0,0,0,1.6,0.8,2.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/07/2024,7.18,BoSP,1.1,0,4600,0,,8.1,0,0.4,0.1,0,0.5,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.2,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/07/2024,12,SEA,4.7,54.1,36230,128.5,,64.1,15.6,2.3,0.5,0,2.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/07/2024,18.24,EoSP,6.4,74.2,49120,127.9,,86.9,14.6,3.5,0.7,0,4.2,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/07/2024,21.18,FWE,2.9,0,16640,0,,29.4,0,1.1,0.2,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/08/2024,12,PORT,14.7,0,0,0,,0,0,0,1.6,0.7,2.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/08/2024,14.3,PORT,2.5,0,0,0,,0,0,0,0.3,0.1,0.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/08/2024,16.54,BoSP,2.4,0,16020,0,,28.3,0,1.1,0.2,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/09/2024,4.3,EoSP,11.6,121,89230,128.2,,157.8,23.3,6,1.3,0,7.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/09/2024,9.24,FWE,4.9,0,13480,0,,23.8,0,0.8,0.5,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/09/2024,12,PORT,2.6,0,0,0,,0,0,0,0.3,0.3,0.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/09/2024,22.12,PORT,10.2,0,0,0,,0,0,0,1,0.5,1.5,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/10/2024,0.06,BoSP,1.9,0,10760,0,,19,0,1,0.3,0,1.3,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/10/2024,10.3,EoSP,10.4,119.5,79370,127.2,,140.4,14.9,5.1,1.1,0,6.2,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/10/2024,12,WAY,1.5,0,10580,0,,18.7,0,0.7,0.1,0,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/10/2024,13.3,FWE,1.5,0,5810,0,,10.3,0,0.3,0.1,0,0.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/11/2024,4.36,PORT,15.1,0,0,0,,0,0,0,1.6,1,2.6,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/11/2024,7.06,BoSP,2.5,0,17300,0,,30.6,0,1.4,0.2,0.1,1.7,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/11/2024,12,SEA,4.9,54.2,43470,147.9,,76.9,29.5,4.4,0.5,0,4.9,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/11/2024,18.12,EoSP,6.2,64.5,48760,131.1,,86.3,25.3,3.3,0.7,0,4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/11/2024,21.48,FWE,3.6,0,10540,0,,18.6,0,0.6,0.3,0.2,1.1,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0.1,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/12/2024,11.36,PORT,13.8,0,0,0,,0,0,0,1.5,0.9,2.4,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/12/2024,12,WAY,0.400000000000001,0,770,0,,1.4,0,0.1,0,0,0.1,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/12/2024,13.36,FWE,1.6,0,9470,0,,16.8,0,0.6,0.2,0,0.8,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/12/2024,20.3,ANCH,6.9,0,0,0,,0,0,0,0.8,0.3,1.1,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/12/2024,21.06,BoSP,0.599999999999997,0,2340,0,,4.1,0,0.1,0.1,0,0.2,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
10/13/2024,7.3,EoSP,10.4,121.3,82710,132.5,,146.3,17.1,6,1.1,0,7.1,4,8,7,3.276,35,0.9851,35,0.9851,,1.03,1.03,35,35,,0.9851,1,1,25,0,1,60,10,42,44,,,1.02,0.9933,7,7,7,0,41.8,0.926,1,1,0,0,,35,35,,2000,0,1,0,0,,,0,,35,0,1
