,,,,,,,,,,,,,,,
,,,Event,Date,,Time,Total trip time,S t a t u s,Place,Slip,Total Distance,Avg speed,FOC,LOAD ,RPM
,,,EOSP,07/11/2024,,09:00:00 AM,23.0902777777778,,Arrival .RWS,18.5,118.6,5.13636090225564,4.9  ,44%,125.9
,,,,,,,,,,,,,  ,,
,,,FAOP,07/25/2024,,08:06:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,07/26/2024,,08:00:00 AM,23.1597222222222,,Arrival .RWS,20.3,129.5,5.59160419790105,5.5  ,42%,128.7
,,,,,,,,,,,,,  ,,
,,,FAOP,08/05/2024,,03:06:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/06/2024,,03:00:00 AM,23.1597222222222,,Arrival.KHL .KP ,29.2,113.4,4.89643178410795,5.5  ,39%,126.8
,,,,,,,,,,,,,  ,,
,,,FAOP,08/07/2024,,12:36:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/07/2024,,10:36:00 AM,0.694444444444445,,Arrival .RWS,19.5,109.9,158.256,4.6  ,40%,128.7
,,,,,,,,,,,,,  ,,
,,,FAOP,08/12/2024,,06:06:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/12/2024,,04:00:00 PM,0.6875,,Arrival.KHL .KP ,21.6,116.5,169.454545454545,5.6  ,44%,130.8
,,,,,,,,,,,,,  ,,
,,,FAOP,08/13/2024,,08:36:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/14/2024,,06:00:00 AM,22.9861111111111,,Arrival .RWS,16.9,107.2,4.66368580060423,4.4  ,41%,129.3
,,,,,,,,,,,,,  ,,
,,,FAOP,08/15/2024,,08:06:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/15/2024,,03:00:00 PM,0.479166666666667,,Arrival.KHL .KP ,20.2,74.9,156.313043478261,3.4  ,40%,128.8
,,,,,,,,,,,,,  ,,
,,,FAOP,08/16/2024,,10:36:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/17/2024,,09:48:00 AM,23.1111111111111,,Arrival .RWS,17.2,126.8,5.48653846153846,5.3  ,42%,128.9
,,,,,,,,,,,,,  ,,
,,,FAOP,08/18/2024,,07:48:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/19/2024,,07:42:00 AM,23.1597222222222,,Arrival.KHL .KP ,26.2,118.3,5.1080059970015,5.8  ,40%,126.8
,`,,,,,,,,,,,,  ,,
,,,FAOP,08/20/2024,,12:00:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/20/2024,,09:18:00 PM,0.645833333333334,,Arrival .RWS,11.6,111.5,172.645161290323,4.3  ,40%,127.8
,,,,,,,,,,,,,  ,,
,,,FAOP,08/22/2024,,04:48:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/23/2024,,04:12:00 AM,23.125,,Arrival.KHL .KP ,23.8,116.4,5.03351351351351,5.1  ,40%,126.3
,,,,,,,,,,,,,  ,,
,,,FAOP,08/24/2024,,01:06:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/24/2024,,12:00:00 PM,0.756944444444445,,Arrival .RWS,14.3,126.9,167.647706422018,4.9  ,40%,
,,,,,,,,,,,,,  ,,
,,,FAOP,08/26/2024,,02:54:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/27/2024,,02:12:00 AM,23.1180555555556,,Arrival.KHL .KP ,21.7,119.5,5.16911985581256,5.2  ,39%,127.3
,,,,,,,,,,,,,  ,,
,,,FAOP,08/28/2024,,12:06:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,08/28/2024,,11:06:00 AM,0.763888888888889,,Arrival .RWS,17.5,123.1,161.149090909091,5.  ,40%,127.8
,,,,,,,,,,,,,  ,,
,,,FAOP,08/30/2024,,07:00:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,08/30/2024,,06:12:00 PM,0.777777777777778,,Arrival.KHL .KP ,25.1,112.8,145.028571428571,5.1  ,38%,126.7
,,,,,,,,,,,,,  ,,
,,,FAOP,08/31/2024,,11:18:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/01/2024,,10:00:00 AM,23.0763888888889,,Arrival .RWS,19,117.8,5.10478483298224,4.9  ,40%,128.1
,,,,,,,,,,,,,  ,,
,,,FAOP,09/03/2024,,10:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/03/2024,,09:30:00 PM,0.763888888888889,,Arrival.KHL .KP ,23.5,123.2,161.28,6.6  ,58%,141.9
,,,,,,,,,,,,,  ,,
,,,FAOP,09/04/2024,,04:12:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/05/2024,,02:12:00 AM,23.0277777777778,,Arrival .RWS,19.4,123.5,5.36308805790109,6.3  ,61%,144.4
,,,,,,,,,,,,,  ,,
,,,FAOP,09/07/2024,,12:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/07/2024,,10:30:00 AM,0.694444444444445,,Arrival.KHL .KP ,23.6,117,168.48,6.5  ,58%,144.3
,,,,,,,,,,,,,  ,,
,,,FAOP,09/08/2024,,01:48:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/08/2024,,12:00:00 PM,0.708333333333334,,Arrival .RWS,15.9,127.7,180.282352941176,6.1  ,59%,140.3
,,,,,,,,,,,,,  ,,
,,,FAOP,09/09/2024,,09:48:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/10/2024,,07:54:00 AM,23.0347222222222,,Arrival.KHL .KP ,21.7,120.9,5.24859813084112,6.5  ,58%,144.1
,,,,,,,,,,,,,  ,,
,,,FAOP,09/11/2024,,02:12:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/11/2024,,12:00:00 PM,0.680555555555556,,Arrival .RWS,15.5,128,188.081632653061,6.4  ,57%,145.6
,,,,,,,,,,,,,  ,,
,,,FAOP,09/12/2024,,04:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/12/2024,,02:42:00 PM,0.708333333333333,,Arrival.KHL .KP ,24.8,117.5,165.882352941177,6.6  ,57%,144.3
,,,,,,,,,,,,,  ,,
,,,FAOP,09/13/2024,,08:30:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/13/2024,,06:54:00 PM,0.722222222222222,,Arrival .RWS,18.5,128.9,178.476923076923,6.6  ,61%,144.3
,,,,,,,,,,,,,  ,,
,,,FAOP,09/14/2024,,06:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/15/2024,,05:48:00 AM,23.1180555555556,,Arrival.KHL .KP ,22.7,118.5,5.12586362270952,5.4  ,45%,127.8
,,,,,,,,,,,,,  ,,
,,,FAOP,09/16/2024,,03:00:00 AM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/16/2024,,01:12:00 PM,0.708333333333333,,Arrival .RWS,19.8,124.9,176.329411764706,6.6  ,58%,144.3
,,,,,,,,,,,,,  ,,
,,,FAOP,09/25/2024,,03:42:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/26/2024,,02:54:00 AM,23.1111111111111,,Arrival.KHL .KP ,22.1,118.3,5.11875,5.5  ,41%,127.8
,,,,,,,,,,,,,  ,,
,,,FAOP,09/26/2024,,10:00:00 PM,,,Out to Sea (  KP  → RWS ),,,,  ,,
,,,EOSP,09/27/2024,,10:18:00 AM,23.1875,,Arrival .RWS,22.4,129.6,5.58921832884097,6.  ,41%,127.9
,,,,,,,,,,,,,  ,,
,,,FAOP,09/28/2024,,05:12:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,09/28/2024,,04:42:00 PM,0.798611111111111,,Arrival.KHL .KP ,24.1,117.5,147.130434782609,5.5  ,40%,126.7
,,,,,,,,,,,,,  ,,
,,,FAOP,09/29/2024,,08:54:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,09/29/2024,,08:00:00 PM,0.770833333333334,,Arrival .RWS,17,126.7,164.367567567568,5.6  ,40%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,09/30/2024,,04:18:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/01/2024,,04:36:00 AM,23.1875,,Arrival .KP,26.7,121.7,5.24851752021563,6.3  ,42%,127.1
,,,,,,,,,,,,,  ,,
,,,FAOP,10/01/2024,,09:12:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/02/2024,,08:12:00 AM,23.0972222222222,,Arrival .RWS,15.6,126.1,5.45953096812989,5.7  ,41%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,10/03/2024,,07:18:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/03/2024,,07:12:00 PM,0.826388888888889,,Arrival .KP,22,123.7,149.687394957983,5.8  ,40%,127.1
,,,,,,,,,,,,,  ,,
,,,FAOP,10/04/2024,,03:42:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/05/2024,,04:24:00 AM,23.2152777777778,,Arrival .RWS,25.5,128.3,5.52653305414299,6.7  ,43%,127.8
,,,,,,,,,,,,,  ,,
,,,FAOP,10/06/2024,,12:48:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/06/2024,,12:48:00 PM,0.833333333333334,,Arrival .KP,25.6,121.4,145.68,6.  ,40%,126.7
,,,,,,,,,,,,,  ,,
,,,FAOP,10/07/2024,,07:18:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/07/2024,,06:24:00 PM,0.770833333333333,,Arrival .RWS,15,128.3,166.443243243243,5.7  ,40%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,10/08/2024,,04:54:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/09/2024,,04:30:00 AM,23.1388888888889,,Arrival .KP,23.3,121,5.22929171668667,6.  ,41%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,10/10/2024,,12:06:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/10/2024,,10:30:00 AM,0.722222222222222,,Arrival .RWS,14.9,119.5,165.461538461538,5.1  ,41%,127.2
,,,,,,,,,,,,,  ,,
,,,FAOP,10/11/2024,,07:06:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/11/2024,,06:12:00 PM,0.770833333333333,,Arrival .KP,25.3,118.7,153.989189189189,7.7  ,43%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/12/2024,,09:06:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/13/2024,,07:30:00 AM,23.0555555555556,,Arrival .RWS,17.1,121.3,5.26120481927711,6.  ,43%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/14/2024,,05:06:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/14/2024,,04:30:00 PM,0.791666666666667,,Arrival .KP,24,118.5,149.684210526316,6.2  ,41%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/15/2024,,12:06:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/15/2024,,10:18:00 PM,0.708333333333334,,Arrival .RWS,14.9,116.9,165.035294117647,5.8  ,40%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/17/2024,,10:12:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/17/2024,,09:30:00 PM,0.784722222222222,,Arrival .KP,23.6,115.7,147.440707964602,6.3  ,40%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/19/2024,,12:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/19/2024,,12:00:00 PM,0.798611111111111,,Arrival .RWS,16.4,130.1,162.907826086957,5.9  ,41%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,10/20/2024,,07:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/21/2024,,06:36:00 AM,23.1041666666667,,Arrival .KP,24.6,113.3,4.90387736699729,6.1  ,42%,127.6
,,,,,,,,,,,,,  ,,
,,,FAOP,10/22/2024,,12:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/23/2024,,12:00:00 AM,23.1666666666667,,Arrival .RWS,19.3,130.2,5.62014388489209,6.1  ,41%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,10/24/2024,,12:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/24/2024,,01:00:00 PM,0.868055555555556,,Arrival .KP,25.2,119.9,138.1248,6.3  ,38%,124
,,,,,,,,,,,,,  ,,
,,,FAOP,10/25/2024,,11:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/25/2024,,10:00:00 PM,0.763888888888889,,Arrival .RWS,21.4,124.7,163.243636363636,6.8  ,44%,137
,,,,,,,,,,,,,  ,,
,,,FAOP,10/26/2024,,10:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/27/2024,,10:00:00 AM,23.1666666666667,,Arrival .CSP,24.2,122.7,5.29640287769784,6.2  ,42%,126
,,,,,,,,,,,,,  ,,
,,,FAOP,10/28/2024,,03:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,10/28/2024,,03:30:00 PM,0.833333333333334,,Arrival .RWS,19.3,125.2,150.24,7.3  ,41%,130
,,,,,,,,,,,,,  ,,
,,,FAOP,10/30/2024,,11:00:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,10/30/2024,,10:12:00 PM,0.777777777777778,,Arrival .KP,26.3,112.8,145.028571428571,5.9  ,46%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/01/2024,,05:42:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/02/2024,,05:30:00 AM,23.1527777777778,,Arrival .RWS,19.9,127.7,5.51553689262148,6.2  ,45%,127.4
,,,,,,,,,,,,,  ,,
,,,FAOP,11/03/2024,,05:48:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/03/2024,,04:54:00 PM,0.770833333333334,,Arrival .KP,23.9,124.2,161.124324324324,7.3  ,59%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/04/2024,,08:48:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/04/2024,,08:30:00 PM,0.8125,,Arrival .RWS,18,125.3,154.215384615385,5.5  ,38%,123
,,,,,,,,,,,,,  ,,
,,,FAOP,11/06/2024,,02:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/07/2024,,01:42:00 AM,23.1458333333333,,Arrival .KP,23.5,116.5,5.03330333033303,5.8  ,38%,123
,,,,,,,,,,,,,  ,,
,,,FAOP,11/07/2024,,10:06:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/08/2024,,09:00:00 AM,23.0902777777778,,Arrival .RWS,18.4,122.2,5.29227067669173,6.  ,42%,129
,,,,,,,,,,,,,  ,,
,,,FAOP,11/09/2024,,04:00:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/09/2024,,03:00:00 PM,0.763888888888889,,Arrival .KP,22,119.5,156.436363636364,6.6  ,42%,129
,,,,,,,,,,,,,  ,,
,,,FAOP,11/10/2024,,08:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/10/2024,,07:30:00 PM,0.798611111111111,,Arrival .RWS,21,128.2,160.528695652174,5.9  ,39%,126
,,,,,,,,,,,,,  ,,
,,,FAOP,11/11/2024,,11:36:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/12/2024,,12:00:00 PM,23.1944444444444,,Arrival .KP,21.2,130,5.60479041916168,6.4  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/13/2024,,08:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/13/2024,,07:54:00 PM,0.791666666666667,,Arrival .RWS,18.2,126.5,159.789473684211,6.1  ,41%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/17/2024,,05:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/18/2024,,04:48:00 AM,23.1180555555556,,Arrival .KP,26.1,113.2,4.89660558726344,6.1  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/19/2024,,12:06:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/19/2024,,11:00:00 AM,0.756944444444444,,Arrival .RWS,14.1,127.1,167.911926605505,6.  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/20/2024,,07:36:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/20/2024,,05:06:00 PM,0.659722222222222,,Arrival .KP,20.7,116.2,176.134736842105,7.9  ,63%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/21/2024,,10:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/21/2024,,10:00:00 PM,0.798611111111111,,Arrival .RWS,19.2,125.3,156.897391304348,6.  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,11/22/2024,,09:42:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/23/2024,,10:00:00 AM,23.1875,,Arrival .KP,26.7,114.6,4.94231805929919,6.1  ,40%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,11/24/2024,,08:18:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/24/2024,,08:48:00 PM,0.868055555555556,,Arrival .RWS,22,126.6,145.8432,6.3  ,41%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,11/25/2024,,08:06:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/26/2024,,08:30:00 AM,23.1944444444444,,Arrival .KP,25.9,117.7,5.07449101796407,6.2  ,41%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,11/27/2024,,03:06:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/27/2024,,02:06:00 PM,0.763888888888889,,Arrival .RWS,22.4,127.4,166.778181818182,6.5  ,45%,129
,,,,,,,,,,,,,  ,,
,,,FAOP,11/28/2024,,12:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,11/29/2024,,12:00:00 AM,23.1666666666667,,Arrival .KP,26.2,116.6,5.03309352517986,6.3  ,40%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,11/29/2024,,09:12:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,11/30/2024,,08:00:00 AM,23.0833333333333,,Arrival .RWS,24,124.8,5.40649819494585,7.7  ,64%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/01/2024,,10:54:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/01/2024,,11:00:00 PM,0.840277777777778,,Arrival .KP,26,118.7,141.262809917355,6.3  ,45%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/02/2024,,03:54:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/03/2024,,04:12:00 AM,23.1875,,Arrival .RWS,17.4,117.6,5.07169811320755,6.1  ,43%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/04/2024,,01:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/04/2024,,01:30:00 PM,0.833333333333334,,Arrival .KP,26.6,118,141.6,6.2  ,42%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/05/2024,,08:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/05/2024,,07:48:00 PM,0.784722222222222,,Arrival .RWS,19,121.5,154.83185840708,5.7  ,41%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/06/2024,,06:18:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/07/2024,,05:24:00 AM,23.1041666666667,,Arrival .KP,20.9,119.8,5.18521190261497,6.2  ,43%,128
,,,,,,,,,,,,,  ,,
,,,FAOP,12/07/2024,,08:30:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/08/2024,,08:00:00 AM,23.1319444444444,,Arrival .RWS,20.4,125.1,5.40810567397178,6.5  ,48%,129
,,,,,,,,,,,,,  ,,
,,,FAOP,12/09/2024,,07:00:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/09/2024,,06:00:00 PM,0.763888888888889,,Arrival .KP,24.5,119.4,156.305454545455,8.3  ,60%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/10/2024,,02:30:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/11/2024,,02:18:00 AM,23.1527777777778,,Arrival .RWS,22,121.3,5.23911217756449,6.1  ,41%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/12/2024,,09:12:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/12/2024,,07:00:00 PM,0.680555555555556,,Arrival .KP,22,116.7,171.477551020408,7.2  ,62%,143
,,,,,,,,,,,,,  ,,
,,,FAOP,12/13/2024,,06:48:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/14/2024,,05:30:00 AM,23.0763888888889,,Arrival .RWS,16.5,120.7,5.23045440866687,6.1  ,45%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/14/2024,,11:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/15/2024,,12:00:00 PM,23.2013888888889,,Arrival .KP,28.3,120.3,5.18503442083209,6.5  ,43%,126
,,,,,,,,,,,,,  ,,
,,,FAOP,12/16/2024,,03:36:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/17/2024,,03:48:00 AM,23.1805555555556,,Arrival .RWS,25.8,120.5,5.1983223487118,6.4  ,43%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,12/21/2024,,12:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/21/2024,,12:00:00 PM,0.798611111111111,,Arrival .KP,27.9,108.8,136.23652173913,5.8  ,40%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/22/2024,,05:42:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/22/2024,,06:12:00 PM,0.868055555555555,,Arrival .RWS,25,126.5,145.728,7.4  ,53%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/23/2024,,12:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/23/2024,,09:48:00 PM,0.680555555555555,,Arrival .KP,22.5,105.7,155.314285714286,5.8  ,53%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/24/2024,,03:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/25/2024,,02:00:00 AM,23.0972222222222,,Arrival .RWS,20.1,115.5,5.0006013229104,5.6  ,42%,124
,,,,,,,,,,,,,  ,,
,,,FAOP,12/26/2024,,02:06:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/26/2024,,02:06:00 PM,0.833333333333334,,Arrival .KP,27.3,121,145.2,6.5  ,44%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/27/2024,,07:24:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/27/2024,,06:48:00 PM,0.791666666666667,,Arrival .RWS,18,127.5,161.052631578947,6.2  ,42%,126
,,,,,,,,,,,,,  ,,
,,,FAOP,12/29/2024,,12:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,12/29/2024,,12:00:00 PM,0.798611111111111,,Arrival .KP,27.8,113.3,141.871304347826,6.5  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,12/30/2024,,06:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,12/30/2024,,06:30:00 PM,0.833333333333334,,Arrival .RWS,18,128.4,154.08,6.  ,41%,127
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/03/2025,,01:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/04/2025,,01:24:00 AM,23.1597222222222,,Arrival .KP,25.1,117.5,5.07346326836582,6.1  ,40%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,01/06/2025,,08:54:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/06/2025,,08:30:00 PM,0.805555555555556,,Arrival .RWS,19,124.7,154.8,6.4  ,44%,128
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/10/2025,,08:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/11/2025,,08:54:00 AM,23.2291666666667,,Arrival .KP,28,114.7,4.93775784753363,6.  ,36%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,01/12/2025,,07:18:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/12/2025,,07:18:00 PM,0.833333333333334,,Arrival .RWS,19,126.9,152.28,6.1  ,41%,127
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/13/2025,,03:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/14/2025,,03:00:00 AM,23.1666666666667,,Arrival .KP,25.2,116.3,5.02014388489209,5.6  ,34%,117
,,,,,,,,,,,,,  ,,
,,,FAOP,01/14/2025,,04:12:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/15/2025,,05:12:00 AM,23.2361111111111,,Arrival .RWS,23.6,125.5,5.40107591153616,6.2  ,40%,119
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/18/2025,,11:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/19/2025,,11:00:00 AM,23.1666666666667,,Arrival .KP,26.5,116.7,5.03741007194245,6.5  ,39%,125
,,,,,,,,,,,,,  ,,
,,,FAOP,01/20/2025,,02:06:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/21/2025,,02:48:00 AM,23.2152777777778,,Arrival .RWS,23.4,118.1,5.08716721507628,5.7  ,40%,117
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/22/2025,,01:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/22/2025,,01:00:00 PM,0.798611111111111,,Arrival .KP,30.7,112.8,141.245217391304,8.  ,52%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,01/23/2025,,12:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/23/2025,,10:12:00 PM,0.708333333333333,,Arrival .RWS,16.4,121.6,171.670588235294,6.9  ,50%,134
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/25/2025,,06:48:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
